0, 0, 1000, 0, -35, 0, 0, 0, 0, 0, 0, 0, -10, 0, 10, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, -100, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, 50, 0, 0, 0, 0, 0, 0, 10, -30, 10, 0, 0, 0, 0, 0, 0, 30, 0, 0, 35, 0, -1000, 0, 0, 0.0
-1000, 0, 0, 0, 0, -50, 1000, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, -35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, -30, -10, 0, 0, 0, 35, -100, 0, 30, 50, 0, 0, 1, -65.42
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, -1000, 10, 0, 0, 1000, -10, 0, 0, 0, 0, 0, -35, 0, 50, 0, -100, 0, 0, 0, 0, 0, 0, 0, -50, 0, 0, 0, 0, 30, -10, 0, 0, 0, -30, 0, 100, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 1, 18.55
0, 0, 0, 0, 0, 0, -35, 0, 0, 1000, 100, -10, 0, 0, 0, 0, 0, 0, -50, 0, -100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, 0, 0, 10, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, -1000, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -30, 35, 0, 1, -17.12
0, 0, -50, 0, -35, 0, 0, 0, -10, 50, 0, 30, 0, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, -30, 0, 10, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 35, 0, 0, -1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, -24.17
0, 0, 0, 0, -30, 0, 0, 0, 30, -50, 0, -10, 0, 0, 0, 0, 50, 0, 0, 0, 35, 0, -10, 0, 0, -35, 0, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1000, 0, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, -15.61
0, 0, 0, 0, 0, 1000, 0, -35, -10, 0, 0, 0, 100, 0, 0, 0, 0, -1000, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 35, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, -100, 0, 0, 0, -30, 0, 0, 0, -50, 0, 0, 0, 0, 0, 8.45
0, -100, 0, 0, 0, 30, -30, 0, 0, 0, 35, 0, 0, 0, 0, 0, -10, -1000, 0, 10, 0, 0, 10, 0, 0, 0, -35, 50, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -50, 0, 0, 100, 0, 0, -24.42
100, -100, 0, 0, 0, -35, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -10, -30, 0, 0, 0, 0, 10, 1000, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 10, -1000, 0, 0, 0, 0, 0, 0, 0, 0, 1, -8.63
0, 0, 0, 0, -1000, 0, 0, 0, 0, 0, -10, 0, 0, 0, 35, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 50, -100, 0, 10, 0, 0, 0, 0, -50, 0, -30, 0, 0, 0, 0, 0, -35, 0, 10, 0, 0, 0, -10, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1000, 0, 0, 1, 63.24
0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 30, 0, 10, 0, 10, 0, -50, 0, 0, 1000, -30, 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, 0, 0, -100, 0, -1000, 0, 0, 0, 0, 0, 35, 50, 0, 1, 1.26
0, 0, 0, 0, 35, 0, -100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, -1000, 0, 10, 0, 0, 0, 0, 0, 0, -10, 0, -50, 0, 30, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, -10, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, -35, 1000, 1, 12.4
35, 0, 0, 0, 0, 0, 0, -100, 0, 0, 0, -1000, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, -10, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 50, 10, -10, 0, 0, 0, 30, -50, 0, -30, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -5.26
0, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 0, -1000, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 100, -30, 0, 0, -10, 0, 50, 0, 0, 0, -100, 10, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, 0, 0, 0, 0, 10, -50, 0, -35, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3.37
0, 0, -1000, 0, -100, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1000, 0, -30, 50, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, 0, 0, 0, 0, 10, 0, -35, 35, 0, 0, 0, 0, 0, 0, 0, 100, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, -17.15
0, -1000, 0, 0, 0, 0, 0, 0, -50, 0, 0, 0, 0, 0, 0, 0, 0, 1000, 0, 30, 0, 0, 0, 0, 0, -10, 0, 10, 10, 0, -10, 0, 10, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -30, 0, 0, 0, -35, 0, 0, -100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 78.0
0, 0, -30, 0, 0, 0, 0, 0, 10, 50, 0, 0, 0, 0, 0, 0, -35, 0, 0, 0, 0, -100, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, -10, 0, 0, 30, 0, 1000, 0, 0, 0, 0, 0, 0, -10, 0, 0, 0, -50, -1000, 0, 0, 35, 0, 0, 1, 13.94
-35, -30, 0, 0, 0, 0, 0, 0, -1000, 0, -10, 0, 50, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 35, 0, 0, 0, 0, 0, 0, -100, 0, 10, 0, 10, 0, 0, 0, -10, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1000, 0, 0, 0, 0, 0, -50, 0, 1, 0.0
0, 0, 0, 0, 0, 0, 0, 0, 10, 0, -50, 0, 0, 10, 0, 0, -35, 0, 0, 0, -10, 0, 0, 50, 100, 0, 0, 0, 0, 0, 0, 0, 0, -100, 35, 0, 0, 30, 0, 1000, 0, -1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, -30, 0, 0, 0.87
0, 0, 0, 0, 0, -100, 0, 0, 0, 0, 0, 0, 10, 1000, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1000, 0, 0, 0, -35, 50, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 30, 0, 0, -10, 0, 0, 0, 0, 0, 0, -10, -50, 0, 0, 0, 100, 35, 0, 0, 0, 0, 1, 72.81
0, -1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 35, 0, 0, -10, 0, 50, -35, 0, 0, 100, 0, 1000, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10, 0, -100, -50, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4.08
0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 10, 0, 0, 10, 0, 100, 0, 0, 0, 0, 0, 0, 10, -35, 0, 0, 0, -10, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1000, 0, 0, 0, 0, 0, 0, -100, -30, 0, 0, 0, 0, 0, 0, 30, 0, -50, 35, 0, 0, 0, 0, 0, -25.69
0, 0, 0, 0, -1000, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 35, 0, 50, -10, 0, 10, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1000, 30, 0, 0, 0, -100, 100, 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, -30, 0, 0, 0, 0, 0, 0, -35, 0, 0, 0, 0, 0, 0, 0, -24.46
0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, 0, 0, 0, 0, 0, 50, -1000, 0, 10, 0, 30, 0, 0, 0, 0, 10, 100, 0, 0, -30, 1000, 0, 0, 0, -35, 0, -10, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, 0, 0, 0, -50, 0, 0, 0, 61.11
0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1000, 0, 0, -50, 0, 10, 0, 0, 0, 0, 0, 0, -10, 0, -35, -10, 0, 0, -100, 30, 0, 0, 35, 0, 0, 0, 0, 0, 1000, 0, -30, 0, 0, 0, 0, 0, 0, 1, 19.89
0, 50, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -50, 0, -30, 0, 0, 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 30, 100, 0, 0, 0, 0, 1000, 0, 10, 0, 0, 0, 0, -1000, 35, 0, -35, 0, 1, 76.05
0, 0, 0, 0, 0, 100, 1000, 0, 0, 30, 0, 10, 0, 0, 0, 0, 0, 0, -10, 0, 0, 0, 0, 0, 0, -100, 35, 0, 0, 0, -30, 0, 0, 0, 0, 0, 0, 0, -1000, 0, 0, 10, -10, 50, 0, 0, 0, 0, 0, 0, 0, 0, -35, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7.27
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 10, 0, 0, 10, 0, 30, 0, -10, 100, 0, 0, 0, 0, -1000, 0, 0, 0, 0, 0, -100, 1000, 0, 0, 0, 0, 10, 0, 0, 0, 0, -30, -10, -35, 0, 0, 0, 0, 0, 0, -50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19.44
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1000, 0, 0, 0, -10, -30, 10, 10, 0, 0, 0, 0, -35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -50, 0, 0, 0, -1000, 0, 0, 0, 0, 0, 0, 0, -10, 0, 30, 10, -100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 1, -7.55
30, -100, 0, -35, 0, 0, 0, 0, 0, 0, 10, 0, -10, 0, 0, 0, 0, 0, 0, 10, 1000, 0, 0, 0, 0, -1000, 0, 0, 0, 0, 10, 0, 0, -10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, -50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -30, 0, 0, 0, 0, 0, 50, 0, 13.28
0, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -30, 0, 0, 30, 0, -1000, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, 0, -50, 0, -10, 0, 0, -100, 0, 0, 0, 0, 0, 50, 0, 10, 0, 10, 0, 10, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0.94
0, 0, 0, 0, 0, 0, 0, -100, 0, 0, 0, 0, 10, 0, -50, 0, 0, 0, 0, 50, 0, -10, 0, 10, 0, 0, 0, 0, 10, 30, 0, 0, 35, 0, 0, 1000, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1000, 0, 0, 0, -10, 0, 0, 0, 0, 0, -30, 0, 0, 0, 0, 0, 0, -11.52
0, 0, 0, 0, 0, 0, 0, 0, -30, 0, 0, 0, 0, 0, 0, 10, 0, -10, 0, 0, -100, 0, 0, 0, 0, 0, -1000, 10, 10, 0, 0, -50, 0, 0, -10, 0, 0, 1000, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 35, -35, 0, 0, 0, 78.05
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -35, 1000, 0, 0, 0, 0, 10, 0, -50, 0, 35, 30, 0, -10, -1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, -30, 50, 0, 0, 0, 0, 0, 0, 0, -10, -100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 1, 2.64
